DrainI(1),DrainV(1),BulkI(1),BulkV(1),GateI(1),GateV(1),DrainI(2),DrainV(2),BulkI(2),BulkV(2),GateI(2),GateV(2),DrainI(3),DrainV(3),BulkI(3),BulkV(3),GateI(3),GateV(3),DrainI(4),DrainV(4),BulkI(4),BulkV(4),GateI(4),GateV(4),DrainI(5),DrainV(5),BulkI(5),BulkV(5),GateI(5),GateV(5),DrainI(6),DrainV(6),BulkI(6),BulkV(6),GateI(6),GateV(6),DrainI(7),DrainV(7),BulkI(7),BulkV(7),GateI(7),GateV(7),DrainI(8),DrainV(8),BulkI(8),BulkV(8),GateI(8),GateV(8),DrainI(9),DrainV(9),BulkI(9),BulkV(9),GateI(9),GateV(9),DrainI(10),DrainV(10),BulkI(10),BulkV(10),GateI(10),GateV(10),DrainI(11),DrainV(11),BulkI(11),BulkV(11),GateI(11),GateV(11),DrainI(12),DrainV(12),BulkI(12),BulkV(12),GateI(12),GateV(12),DrainI(13),DrainV(13),BulkI(13),BulkV(13),GateI(13),GateV(13),DrainI(14),DrainV(14),BulkI(14),BulkV(14),GateI(14),GateV(14),DrainI(15),DrainV(15),BulkI(15),BulkV(15),GateI(15),GateV(15)
546.4371E-12,600.0000E-3,28.0586E-12,5.0000E+0,-2.6094E-12,-2.0000E+0,671.3992E-12,600.0000E-3,16.7821E-12,5.0000E+0,1.4276E-12,-1.5000E+0,729.0610E-12,600.0000E-3,16.2734E-12,5.0000E+0,7.8618E-12,-1.0000E+0,693.7484E-12,600.0000E-3,15.7223E-12,5.0000E+0,8.7449E-12,-500.0000E-3,683.6891E-12,600.0000E-3,16.7821E-12,5.0000E+0,-1.8525E-12,000.0000E-3,708.4374E-12,600.0000E-3,14.9593E-12,5.0000E+0,7.1049E-12,500.0000E-3,770.9816E-12,600.0000E-3,13.1364E-12,5.0000E+0,1.9743E-12,1.0000E+0,817.3215E-12,600.0000E-3,14.6201E-12,5.0000E+0,1.0912E-12,1.5000E+0,632.2564E-12,600.0000E-3,13.4755E-12,5.0000E+0,2.6892E-12,2.0000E+0,607.5923E-12,600.0000E-3,11.5679E-12,5.0000E+0,11.8149E-12,2.5000E+0,637.6859E-12,600.0000E-3,13.0092E-12,5.0000E+0,4.1611E-12,3.0000E+0,780.6620E-12,600.0000E-3,13.2212E-12,5.0000E+0,14.3381E-12,3.5000E+0,725.1046E-12,600.0000E-3,15.6799E-12,5.0000E+0,12.9503E-12,4.0000E+0,589.4941E-12,600.0000E-3,14.7473E-12,5.0000E+0,6.2638E-12,4.5000E+0,616.7256E-12,600.0000E-3,14.0690E-12,5.0000E+0,5.5068E-12,5.0000E+0
644.2939E-12,650.0000E-3,26.4476E-12,5.0000E+0,2.2687E-12,-2.0000E+0,768.7509E-12,650.0000E-3,18.4355E-12,5.0000E+0,2.0584E-12,-1.5000E+0,822.8352E-12,650.0000E-3,18.8170E-12,5.0000E+0,8.9132E-12,-1.0000E+0,843.5430E-12,650.0000E-3,16.1887E-12,5.0000E+0,2.1425E-12,-500.0000E-3,811.7237E-12,650.0000E-3,14.6201E-12,5.0000E+0,2.8995E-12,000.0000E-3,837.9872E-12,650.0000E-3,16.2311E-12,5.0000E+0,4.3293E-12,500.0000E-3,951.7537E-12,650.0000E-3,14.1114E-12,5.0000E+0,1.6379E-12,1.0000E+0,924.0170E-12,650.0000E-3,15.3832E-12,5.0000E+0,5.3386E-12,1.5000E+0,753.5989E-12,650.0000E-3,12.9244E-12,5.0000E+0,-7.9082E-12,2.0000E+0,737.8155E-12,650.0000E-3,13.8995E-12,5.0000E+0,10.5533E-12,2.5000E+0,774.6433E-12,650.0000E-3,12.0342E-12,5.0000E+0,2.7733E-12,3.0000E+0,914.1682E-12,650.0000E-3,12.7973E-12,5.0000E+0,13.0344E-12,3.5000E+0,826.4969E-12,650.0000E-3,13.9419E-12,5.0000E+0,13.5391E-12,4.0000E+0,729.1873E-12,650.0000E-3,14.9169E-12,5.0000E+0,5.8012E-12,4.5000E+0,761.5958E-12,650.0000E-3,16.4430E-12,5.0000E+0,1.3856E-12,5.0000E+0
737.3104E-12,700.0000E-3,25.7270E-12,5.0000E+0,3.4462E-12,-2.0000E+0,968.0421E-12,700.0000E-3,18.6474E-12,5.0000E+0,-675.0156E-15,-1.5000E+0,938.5798E-12,700.0000E-3,16.6550E-12,5.0000E+0,10.3430E-12,-1.0000E+0,1.0531E-9,700.0000E-3,16.2734E-12,5.0000E+0,670.6996E-15,-500.0000E-3,975.9549E-12,700.0000E-3,18.2235E-12,5.0000E+0,-3.1982E-12,000.0000E-3,970.3570E-12,700.0000E-3,15.0441E-12,5.0000E+0,5.6750E-12,500.0000E-3,1.0778E-9,700.0000E-3,13.6027E-12,5.0000E+0,-885.2780E-15,1.0000E+0,1.0919E-9,700.0000E-3,12.9669E-12,5.0000E+0,4.9181E-12,1.5000E+0,918.0404E-12,700.0000E-3,14.7897E-12,5.0000E+0,-1.6842E-12,2.0000E+0,849.8142E-12,700.0000E-3,15.2136E-12,5.0000E+0,9.5019E-12,2.5000E+0,965.6009E-12,700.0000E-3,14.4506E-12,5.0000E+0,11.8149E-12,3.0000E+0,1.0821E-9,700.0000E-3,12.6700E-12,5.0000E+0,15.9782E-12,3.5000E+0,995.6524E-12,700.0000E-3,14.4930E-12,5.0000E+0,10.6794E-12,4.0000E+0,875.9094E-12,700.0000E-3,13.6027E-12,5.0000E+0,7.3992E-12,4.5000E+0,897.5010E-12,700.0000E-3,12.6277E-12,5.0000E+0,3.0257E-12,5.0000E+0
888.0310E-12,750.0000E-3,27.0412E-12,5.0000E+0,-464.7394E-15,-2.0000E+0,1.1245E-9,750.0000E-3,18.0963E-12,5.0000E+0,-2.9038E-12,-1.5000E+0,1.1518E-9,750.0000E-3,15.0017E-12,5.0000E+0,4.6237E-12,-1.0000E+0,1.2300E-9,750.0000E-3,16.4430E-12,5.0000E+0,3.9929E-12,-500.0000E-3,1.1584E-9,750.0000E-3,16.3583E-12,5.0000E+0,4.1190E-12,000.0000E-3,1.2229E-9,750.0000E-3,16.3158E-12,5.0000E+0,-1.2637E-12,500.0000E-3,1.2639E-9,750.0000E-3,13.9419E-12,5.0000E+0,-969.3912E-15,1.0000E+0,1.2876E-9,750.0000E-3,13.8571E-12,5.0000E+0,1.5958E-12,1.5000E+0,1.0733E-9,750.0000E-3,13.6027E-12,5.0000E+0,3.0677E-12,2.0000E+0,1.0112E-9,750.0000E-3,13.4332E-12,5.0000E+0,14.0437E-12,2.5000E+0,1.1382E-9,750.0000E-3,12.5429E-12,5.0000E+0,12.1513E-12,3.0000E+0,1.2244E-9,750.0000E-3,13.3060E-12,5.0000E+0,8.8711E-12,3.5000E+0,1.2059E-9,750.0000E-3,14.4930E-12,5.0000E+0,10.2589E-12,4.0000E+0,1.0498E-9,750.0000E-3,14.8321E-12,5.0000E+0,11.9831E-12,4.5000E+0,1.0901E-9,750.0000E-3,13.5179E-12,5.0000E+0,7.2310E-12,5.0000E+0
1.0271E-9,800.0000E-3,24.7096E-12,5.0000E+0,-2.0207E-12,-2.0000E+0,1.3424E-9,800.0000E-3,18.9018E-12,5.0000E+0,-7.0251E-12,-1.5000E+0,1.3739E-9,800.0000E-3,19.0290E-12,5.0000E+0,8.5767E-12,-1.0000E+0,1.3886E-9,800.0000E-3,15.8495E-12,5.0000E+0,3.7406E-12,-500.0000E-3,1.2992E-9,800.0000E-3,15.6799E-12,5.0000E+0,5.5909E-12,000.0000E-3,1.4205E-9,800.0000E-3,15.9767E-12,5.0000E+0,-1.1796E-12,500.0000E-3,1.5390E-9,800.0000E-3,14.9169E-12,5.0000E+0,-1.5581E-12,1.0000E+0,1.4190E-9,800.0000E-3,15.1713E-12,5.0000E+0,6.6843E-12,1.5000E+0,1.2401E-9,800.0000E-3,13.6875E-12,5.0000E+0,-2.2730E-12,2.0000E+0,1.1864E-9,800.0000E-3,12.9244E-12,5.0000E+0,7.9459E-12,2.5000E+0,1.3114E-9,800.0000E-3,14.1538E-12,5.0000E+0,10.6374E-12,3.0000E+0,1.4583E-9,800.0000E-3,13.0940E-12,5.0000E+0,10.7215E-12,3.5000E+0,1.3992E-9,800.0000E-3,14.7049E-12,5.0000E+0,12.0251E-12,4.0000E+0,1.2292E-9,800.0000E-3,14.2810E-12,5.0000E+0,10.4692E-12,4.5000E+0,1.2993E-9,800.0000E-3,14.6625E-12,5.0000E+0,5.0022E-12,5.0000E+0
1.2078E-9,850.0000E-3,25.2183E-12,5.0000E+0,-5.0065E-12,-2.0000E+0,1.5162E-9,850.0000E-3,18.7746E-12,5.0000E+0,-6.1419E-12,-1.5000E+0,1.6213E-9,850.0000E-3,15.0441E-12,5.0000E+0,11.0579E-12,-1.0000E+0,1.5743E-9,850.0000E-3,16.7821E-12,5.0000E+0,-2.2309E-12,-500.0000E-3,1.4625E-9,850.0000E-3,15.4680E-12,5.0000E+0,2.1005E-12,000.0000E-3,1.6378E-9,850.0000E-3,15.5528E-12,5.0000E+0,9.4178E-12,500.0000E-3,1.7415E-9,850.0000E-3,12.4157E-12,5.0000E+0,-3.2402E-12,1.0000E+0,1.7833E-9,850.0000E-3,14.9169E-12,5.0000E+0,9.2075E-12,1.5000E+0,1.4310E-9,850.0000E-3,11.4830E-12,5.0000E+0,-2.3151E-12,2.0000E+0,1.4231E-9,850.0000E-3,14.6201E-12,5.0000E+0,14.5484E-12,2.5000E+0,1.5608E-9,850.0000E-3,14.2810E-12,5.0000E+0,4.0770E-12,3.0000E+0,1.6108E-9,850.0000E-3,12.4581E-12,5.0000E+0,7.1469E-12,3.5000E+0,1.6061E-9,850.0000E-3,14.0266E-12,5.0000E+0,9.1234E-12,4.0000E+0,1.3891E-9,850.0000E-3,14.4506E-12,5.0000E+0,12.9924E-12,4.5000E+0,1.5089E-9,850.0000E-3,12.2037E-12,5.0000E+0,5.2545E-12,5.0000E+0
1.3904E-9,900.0000E-3,25.5574E-12,5.0000E+0,-590.8884E-15,-2.0000E+0,1.6361E-9,900.0000E-3,18.8170E-12,5.0000E+0,-1.7263E-12,-1.5000E+0,1.8566E-9,900.0000E-3,15.7647E-12,5.0000E+0,9.7542E-12,-1.0000E+0,1.7503E-9,900.0000E-3,14.4082E-12,5.0000E+0,-1.5581E-12,-500.0000E-3,1.6420E-9,900.0000E-3,16.9517E-12,5.0000E+0,796.8626E-15,000.0000E-3,1.8921E-9,900.0000E-3,15.8495E-12,5.0000E+0,2.6472E-12,500.0000E-3,1.9724E-9,900.0000E-3,15.5104E-12,5.0000E+0,1.4697E-12,1.0000E+0,1.9514E-9,900.0000E-3,14.3658E-12,5.0000E+0,10.8897E-12,1.5000E+0,1.7106E-9,900.0000E-3,13.4332E-12,5.0000E+0,1.7220E-12,2.0000E+0,1.6870E-9,900.0000E-3,12.8820E-12,5.0000E+0,9.8804E-12,2.5000E+0,1.8511E-9,900.0000E-3,11.1439E-12,5.0000E+0,2.3949E-12,3.0000E+0,1.9652E-9,900.0000E-3,14.7049E-12,5.0000E+0,11.9831E-12,3.5000E+0,1.8236E-9,900.0000E-3,15.0017E-12,5.0000E+0,16.6090E-12,4.0000E+0,1.6258E-9,900.0000E-3,17.1213E-12,5.0000E+0,12.7821E-12,4.5000E+0,1.6846E-9,900.0000E-3,11.9494E-12,5.0000E+0,-2.2309E-12,5.0000E+0
1.5767E-9,950.0000E-3,24.5400E-12,5.0000E+0,-128.3140E-15,-2.0000E+0,1.9436E-9,950.0000E-3,20.1311E-12,5.0000E+0,1.4276E-12,-1.5000E+0,2.0413E-9,950.0000E-3,17.2485E-12,5.0000E+0,3.7826E-12,-1.0000E+0,2.0204E-9,950.0000E-3,16.1039E-12,5.0000E+0,-170.3637E-15,-500.0000E-3,1.8798E-9,950.0000E-3,15.6376E-12,5.0000E+0,6.6423E-12,000.0000E-3,2.1184E-9,950.0000E-3,15.6799E-12,5.0000E+0,6.4741E-12,500.0000E-3,2.2148E-9,950.0000E-3,15.0864E-12,5.0000E+0,3.3200E-12,1.0000E+0,2.2574E-9,950.0000E-3,14.3658E-12,5.0000E+0,9.1655E-12,1.5000E+0,1.8880E-9,950.0000E-3,13.6875E-12,5.0000E+0,3.4462E-12,2.0000E+0,1.9164E-9,950.0000E-3,12.2462E-12,5.0000E+0,12.5718E-12,2.5000E+0,2.0450E-9,950.0000E-3,12.1190E-12,5.0000E+0,5.7171E-12,3.0000E+0,2.2576E-9,950.0000E-3,12.4581E-12,5.0000E+0,14.6745E-12,3.5000E+0,1.9796E-9,950.0000E-3,13.9843E-12,5.0000E+0,16.8613E-12,4.0000E+0,1.9442E-9,950.0000E-3,13.4332E-12,5.0000E+0,11.5205E-12,4.5000E+0,1.9638E-9,950.0000E-3,14.2810E-12,5.0000E+0,9.1234E-12,5.0000E+0
1.8841E-9,1.0000E+0,25.7270E-12,5.0000E+0,81.9622E-15,-2.0000E+0,2.1661E-9,1.0000E+0,17.2909E-12,5.0000E+0,1.2174E-12,-1.5000E+0,2.3434E-9,1.0000E+0,16.3583E-12,5.0000E+0,7.1469E-12,-1.0000E+0,2.2108E-9,1.0000E+0,12.9669E-12,5.0000E+0,-170.3637E-15,-500.0000E-3,2.3137E-9,1.0000E+0,14.9169E-12,5.0000E+0,-5.0065E-12,000.0000E-3,2.3530E-9,1.0000E+0,16.1463E-12,5.0000E+0,3.1518E-12,500.0000E-3,2.5962E-9,1.0000E+0,12.5853E-12,5.0000E+0,-5.1747E-12,1.0000E+0,2.5171E-9,1.0000E+0,13.8147E-12,5.0000E+0,8.6608E-12,1.5000E+0,2.2370E-9,1.0000E+0,13.1364E-12,5.0000E+0,-1.5581E-12,2.0000E+0,2.3393E-9,1.0000E+0,12.8820E-12,5.0000E+0,11.1841E-12,2.5000E+0,2.2803E-9,1.0000E+0,14.1962E-12,5.0000E+0,11.3523E-12,3.0000E+0,2.5323E-9,1.0000E+0,14.0690E-12,5.0000E+0,10.9318E-12,3.5000E+0,2.2358E-9,1.0000E+0,15.4256E-12,5.0000E+0,18.3332E-12,4.0000E+0,2.1928E-9,1.0000E+0,13.9843E-12,5.0000E+0,8.6608E-12,4.5000E+0,2.2797E-9,1.0000E+0,12.2885E-12,5.0000E+0,5.5489E-12,5.0000E+0
2.2071E-9,1.0500E+0,25.5150E-12,5.0000E+0,5.2124E-12,-2.0000E+0,2.4434E-9,1.0500E+0,18.0115E-12,5.0000E+0,-2.9038E-12,-1.5000E+0,2.6884E-9,1.0500E+0,15.9343E-12,5.0000E+0,8.2403E-12,-1.0000E+0,2.5031E-9,1.0500E+0,14.5777E-12,5.0000E+0,2.6892E-12,-500.0000E-3,2.4973E-9,1.0500E+0,16.0615E-12,5.0000E+0,-1.2217E-12,000.0000E-3,2.5396E-9,1.0500E+0,15.2136E-12,5.0000E+0,6.5161E-12,500.0000E-3,2.8213E-9,1.0500E+0,13.7299E-12,5.0000E+0,-1.3478E-12,1.0000E+0,2.7922E-9,1.0500E+0,14.5353E-12,5.0000E+0,6.6843E-12,1.5000E+0,2.5481E-9,1.0500E+0,12.6700E-12,5.0000E+0,3.1939E-12,2.0000E+0,2.5517E-9,1.0500E+0,11.6103E-12,5.0000E+0,10.5533E-12,2.5000E+0,2.5835E-9,1.0500E+0,12.2885E-12,5.0000E+0,3.8247E-12,3.0000E+0,2.8459E-9,1.0500E+0,14.9593E-12,5.0000E+0,12.8242E-12,3.5000E+0,2.6649E-9,1.0500E+0,11.9494E-12,5.0000E+0,9.8383E-12,4.0000E+0,2.5053E-9,1.0500E+0,14.6625E-12,5.0000E+0,10.5112E-12,4.5000E+0,2.5686E-9,1.0500E+0,11.8646E-12,5.0000E+0,2.1846E-12,5.0000E+0
2.5403E-9,1.1000E+0,24.0313E-12,5.0000E+0,418.3875E-15,-2.0000E+0,2.7590E-9,1.1000E+0,18.3083E-12,5.0000E+0,-2.7776E-12,-1.5000E+0,2.9577E-9,1.1000E+0,16.9093E-12,5.0000E+0,8.7870E-12,-1.0000E+0,2.7920E-9,1.1000E+0,15.4680E-12,5.0000E+0,-2.1510E-15,-500.0000E-3,2.7290E-9,1.1000E+0,16.1463E-12,5.0000E+0,-2.1889E-12,000.0000E-3,2.7960E-9,1.1000E+0,15.8919E-12,5.0000E+0,-1.7263E-12,500.0000E-3,3.2359E-9,1.1000E+0,15.0017E-12,5.0000E+0,1.4697E-12,1.0000E+0,3.1136E-9,1.1000E+0,12.8397E-12,5.0000E+0,6.4741E-12,1.5000E+0,2.8078E-9,1.1000E+0,14.2386E-12,5.0000E+0,7.4834E-12,2.0000E+0,2.9183E-9,1.1000E+0,11.6950E-12,5.0000E+0,14.2960E-12,2.5000E+0,2.9370E-9,1.1000E+0,11.8222E-12,5.0000E+0,8.4085E-12,3.0000E+0,3.2650E-9,1.1000E+0,13.6875E-12,5.0000E+0,9.6281E-12,3.5000E+0,3.0966E-9,1.1000E+0,12.8397E-12,5.0000E+0,9.6281E-12,4.0000E+0,2.8814E-9,1.1000E+0,14.4930E-12,5.0000E+0,11.5626E-12,4.5000E+0,2.8856E-9,1.1000E+0,14.8321E-12,5.0000E+0,6.6002E-12,5.0000E+0
2.8819E-9,1.1500E+0,24.8792E-12,5.0000E+0,-4.5859E-12,-2.0000E+0,2.9466E-9,1.1500E+0,20.7247E-12,5.0000E+0,81.9622E-15,-1.5000E+0,3.3674E-9,1.1500E+0,12.7973E-12,5.0000E+0,7.8198E-12,-1.0000E+0,3.1611E-9,1.1500E+0,16.5278E-12,5.0000E+0,376.3378E-15,-500.0000E-3,3.0684E-9,1.1500E+0,13.6027E-12,5.0000E+0,2.1005E-12,000.0000E-3,3.1525E-9,1.1500E+0,15.6376E-12,5.0000E+0,6.8946E-12,500.0000E-3,3.5884E-9,1.1500E+0,13.7299E-12,5.0000E+0,3.9929E-12,1.0000E+0,3.5817E-9,1.1500E+0,14.9169E-12,5.0000E+0,12.3195E-12,1.5000E+0,3.2189E-9,1.1500E+0,13.5179E-12,5.0000E+0,6.6002E-12,2.0000E+0,3.2193E-9,1.1500E+0,13.2212E-12,5.0000E+0,12.4036E-12,2.5000E+0,3.3043E-9,1.1500E+0,12.3309E-12,5.0000E+0,14.5484E-12,3.0000E+0,3.5431E-9,1.1500E+0,14.9593E-12,5.0000E+0,9.1234E-12,3.5000E+0,3.5184E-9,1.1500E+0,14.7049E-12,5.0000E+0,11.5205E-12,4.0000E+0,3.3189E-9,1.1500E+0,14.4082E-12,5.0000E+0,10.2168E-12,4.5000E+0,3.2146E-9,1.1500E+0,13.9419E-12,5.0000E+0,5.8433E-12,5.0000E+0
3.1188E-9,1.2000E+0,24.5823E-12,5.0000E+0,-3.4925E-12,-2.0000E+0,3.3465E-9,1.2000E+0,17.2061E-12,5.0000E+0,-3.2823E-12,-1.5000E+0,3.7907E-9,1.2000E+0,15.5528E-12,5.0000E+0,4.2452E-12,-1.0000E+0,3.5917E-9,1.2000E+0,16.1463E-12,5.0000E+0,-2.1468E-12,-500.0000E-3,3.3923E-9,1.2000E+0,15.0441E-12,5.0000E+0,5.0863E-12,000.0000E-3,3.3705E-9,1.2000E+0,14.8321E-12,5.0000E+0,-1.0534E-12,500.0000E-3,4.0773E-9,1.2000E+0,14.4082E-12,5.0000E+0,7.8198E-12,1.0000E+0,3.9099E-9,1.2000E+0,14.4930E-12,5.0000E+0,4.7078E-12,1.5000E+0,3.5215E-9,1.2000E+0,14.0266E-12,5.0000E+0,1.3435E-12,2.0000E+0,3.5970E-9,1.2000E+0,12.0342E-12,5.0000E+0,19.3845E-12,2.5000E+0,3.7348E-9,1.2000E+0,13.2212E-12,5.0000E+0,11.0579E-12,3.0000E+0,4.0912E-9,1.2000E+0,15.5951E-12,5.0000E+0,6.2217E-12,3.5000E+0,3.9175E-9,1.2000E+0,16.0615E-12,5.0000E+0,11.5205E-12,4.0000E+0,3.7057E-9,1.2000E+0,14.8321E-12,5.0000E+0,13.6652E-12,4.5000E+0,3.5278E-9,1.2000E+0,13.6875E-12,5.0000E+0,-717.0514E-15,5.0000E+0
3.6082E-9,1.2500E+0,22.0388E-12,5.0000E+0,2.3107E-12,-2.0000E+0,3.7261E-9,1.2500E+0,18.6474E-12,5.0000E+0,2.8154E-12,-1.5000E+0,4.1952E-9,1.2500E+0,16.3583E-12,5.0000E+0,5.0863E-12,-1.0000E+0,3.8952E-9,1.2500E+0,14.9169E-12,5.0000E+0,1.1753E-12,-500.0000E-3,3.7986E-9,1.2500E+0,13.9419E-12,5.0000E+0,4.6237E-12,000.0000E-3,3.8632E-9,1.2500E+0,16.0191E-12,5.0000E+0,-380.6261E-15,500.0000E-3,4.3304E-9,1.2500E+0,16.0615E-12,5.0000E+0,5.7591E-12,1.0000E+0,4.4331E-9,1.2500E+0,15.2136E-12,5.0000E+0,13.3709E-12,1.5000E+0,3.9509E-9,1.2500E+0,13.4755E-12,5.0000E+0,4.5816E-12,2.0000E+0,4.1155E-9,1.2500E+0,12.6277E-12,5.0000E+0,19.1743E-12,2.5000E+0,4.3287E-9,1.2500E+0,12.9669E-12,5.0000E+0,14.0858E-12,3.0000E+0,4.4653E-9,1.2500E+0,13.6875E-12,5.0000E+0,6.8525E-12,3.5000E+0,4.3102E-9,1.2500E+0,12.7125E-12,5.0000E+0,9.6701E-12,4.0000E+0,4.1562E-9,1.2500E+0,13.0516E-12,5.0000E+0,12.2775E-12,4.5000E+0,3.9328E-9,1.2500E+0,14.6625E-12,5.0000E+0,2.3528E-12,5.0000E+0
